question_id,answer_length,has_structure,top_doc_similarity
,200,True,0.6063948082214758
,327,True,0.6047316495251824
,197,True,0.5551580159263958
,356,True,0.5460814037822277
,353,True,0.5439272344626764
,198,True,0.4408465665905932
,279,True,0.5606522006700481
,208,True,0.47988142333609657
,394,True,0.529590864339685
,307,True,0.5924684761716422
,297,True,0.5487101162239147
,272,True,0.5434144565218323
,310,True,0.5537744729499443
,139,True,0.5193534719461763
,400,True,0.5509279253220267
,222,True,0.5887281475638626
,319,True,0.614450872495943
,91,True,0.35944257521315676
,379,True,0.5649604822793817
,172,True,0.4822377549054354
,482,True,0.7088075334927337
,239,True,0.5415611025775846
,257,True,0.5597842228001945
,292,True,0.4249085500955557
,120,True,0.49825107434866944
,330,True,0.4727150390539193
,274,True,0.5670194391581651
,303,True,0.5001792362740062
,256,True,0.5402779211499492
,426,True,0.5672715494546205
,318,True,0.5318480298224328
,224,True,0.6071045742039467
,318,True,0.5935832021792677
,233,True,0.5642603677624204
,113,True,0.5235256108286213
,286,True,0.5001903174979556
,46,True,0.5058923017848581
,262,True,0.5615294715125335
,217,True,0.47841290998420627
,264,True,0.5842987281211387
,242,True,0.5043818450670563
,32,False,0.47215985472343247
,199,True,0.5160826754759331
,371,True,0.522970065313225
,307,True,0.5675389949912354
,54,True,0.5134408949406913
,314,True,0.5008585356603384
,288,True,0.6165472642840869
,205,True,0.5047504646329506
,198,True,0.5737772730175893
,324,True,0.5065359098225299
,451,True,0.6327606926093523
,347,True,0.5717788640729509
,345,True,0.5869247214834283
,318,True,0.5513087578057136
,250,True,0.4954035107142287
,325,True,0.34943143558422246
,22,False,0.5161002210009094
,262,True,0.5351894778085584
,264,True,0.5505138107024327
,225,True,0.5952030169718087
,349,True,0.605053765728542
,127,False,0.5361780300628257
,306,True,0.5841846217186455
,248,True,0.623817425302913
,98,True,0.5714053050266041
,193,True,0.4702531953355814
,129,True,0.5482205033312268
,332,True,0.5515922263178158
,125,True,0.5670253374761175
,256,True,0.43578064479904866
,317,True,0.5521641587276152
,161,True,0.569141184986897
,174,True,0.6253269222631634
,268,True,0.611017558053669
,268,True,0.577688407421054
,292,True,0.5510823899249762
,143,True,0.4308906418488403
,340,True,0.41156565962744174
,227,True,0.5273643614296486
,345,True,0.519151715205737
,367,True,0.5677589627151252
,101,True,0.49667960546946327
,238,True,0.6245756588205666
,228,True,0.515440019461513
,200,True,0.5197685277796413
,346,True,0.5234821087180164
,162,True,0.5305455427872909
,230,True,0.5482529410782648
,260,True,0.5765152300733017
,443,True,0.5811621716675341
,199,True,0.628765864848997
,307,True,0.5541729231447226
,389,True,0.3859494682769808
,255,True,0.5583579445806113
,135,True,0.47396914921766437
,260,True,0.5353160366972829
,390,True,0.6337339046368313
,335,True,0.5336617015897254
,277,True,0.4701208448513029
,214,True,0.5745142398315374
,298,True,0.5244625166748087
,222,True,0.4582035308609933
,238,True,0.49756466967065155
,191,True,0.4676547503817534
,281,True,0.563098268909265
,84,True,0.5549129627364475
,352,True,0.5857504911110203
,427,True,0.5615065689263325
,348,True,0.5457729716755968
,414,True,0.4874886708354553
,192,True,0.5950628308031396
,261,True,0.511795485300236
,121,True,0.6083235482091001
,309,True,0.4960200130045297
,220,True,0.5371005279173239
,360,True,0.6567775355405403
,134,True,0.4376390448409899
,273,True,0.5074703024415468
,107,True,0.5505942986700247
,185,True,0.5328065476742873
,361,True,0.562666452668121
,221,True,0.5196853577804625
,315,True,0.642894612788887
,216,True,0.45186581290197025
,205,True,0.567647912372852
,138,True,0.37518114762629085
,226,True,0.6209029690316797
,225,True,0.5909756226229874
,183,True,0.5327018207781368
,198,True,0.2793826700951284
,247,True,0.4914722085955219
,266,True,0.41275730164850827
,275,True,0.4012838856979082
,315,True,0.5575842524494914
,270,True,0.3639171332546631
,266,True,0.6506677255248949
,49,True,0.41319450198745566
,272,True,0.32704915192767237
,226,True,0.5011357795815742
,423,True,0.534309960817011
,112,True,0.541610232078432
,355,True,0.5609821550391938
,193,True,0.5024160901275376
,271,True,0.6144247544866895
,307,True,0.4714334663452756
,178,True,0.6084557985007721
,323,True,0.44679316495712784
,130,True,0.5644899003100134
,178,True,0.620106218785387
,284,True,0.6144390688349495
,81,False,0.43376286179817386
,427,True,0.6726281457190557
,299,True,0.5965381354255401
,210,True,0.6394476810638369
,62,False,0.4504458341541429
,380,True,0.5470511485044299
,263,True,0.5136228985581504
,253,True,0.5235495687387404
,190,True,0.4852712778734924
,280,True,0.4660501171942602
,177,True,0.5604017839502509
,285,True,0.6036645146738078
,37,False,0.5297397024642296
,178,True,0.5080397603792487
,217,True,0.35981998959038286
,230,True,0.4485346910572674
,296,True,0.5330884865285577
,371,True,0.49759232675199727
,284,True,0.6007699368571549
,293,True,0.5407220976151136
,57,False,0.505615853172585
,162,True,0.42547421913355027
,336,True,0.5012865484308893
,239,True,0.5995367384752306
,302,True,0.6618138864109937
,307,True,0.4982876448317817
,141,True,0.5424823138928296
,299,True,0.564419851375423
,174,True,0.5631806177063742
,241,True,0.6035147326714487
,334,True,0.5204419179533901
,271,True,0.4227883861112683
,312,True,0.6964926101519845
,170,True,0.521441424415727
,132,True,0.662640082389875
,132,True,0.5632297396081856
,108,True,0.564618381446327
,275,True,0.5332880920564415
,274,True,0.6523416331054217
,294,True,0.6741444560360221
,418,True,0.5706007318120649
,247,True,0.6353248487847983
,242,True,0.44512902437032453
,385,True,0.550298648359338
,236,True,0.4726373822900138
,410,True,0.5510691058376316
,314,True,0.6014942672229069
,213,True,0.6106411428286738
,23,False,0.3597823876684161
,261,True,0.5662742516157842
,333,True,0.5910301832539515
,249,True,0.6245122899857256
,146,True,0.6175250223592683
,112,True,0.49346419600167635
,104,False,0.40394647781709175
,168,True,0.5148556302875478
,227,True,0.5576485264270451
,213,True,0.5516635322240014
,207,True,0.5149581044079308
,275,True,0.553963340493148
,27,False,0.49726792461435537
,391,True,0.5261012357250698
,246,True,0.5076089487351669
,354,True,0.4762363106233144
,422,True,0.5497799799108012
,457,True,0.5515339061342706
,201,True,0.4727375176040672
,130,True,0.4909665405461002
,230,True,0.46656200774503986
,271,True,0.6531777854930318
,258,True,0.5994503962133139
,297,True,0.6914032699491202
,352,True,0.46576682061293384
,191,True,0.5588590116862366
,154,True,0.6518632251259029
,78,False,0.5226491642142983
,243,True,0.5452384077947521
,336,True,0.44097615615500757
,202,True,0.44567024775501946
,252,True,0.4883094019036319
,253,True,0.4733594946253225
,306,True,0.6343383657031723
,299,True,0.6202212653305181
,309,True,0.5747091456488744
,264,True,0.5189385984186163
,419,True,0.6796726174199412
,231,True,0.6205361340255574
,353,True,0.5555606657393962
,127,True,0.5487326474170571
,186,True,0.5621535438421064
,237,True,0.6232086635605953
,269,True,0.571940388059081
,88,True,0.3516700891016414
,212,True,0.610294036798452
,162,True,0.512881784230385
,254,True,0.5539630840601938
,300,True,0.5291375341003015
,113,True,0.39463939455806774
,91,True,0.655537253647688
,137,True,0.5548559531474095
,244,True,0.5873067506155412
,262,True,0.5506736035033599
,162,True,0.5302537226562649
,276,True,0.6992197595628238
,129,True,0.5982691940256968
,302,True,0.4723696496315542
,318,True,0.6124069972675231
,295,True,0.47365829441965157
,322,True,0.599220366667321
,171,True,0.5008894231453739
,258,True,0.4438303091994835
,379,True,0.6120805546228781
,214,True,0.5393750899728814
,414,True,0.47654650628894313
,148,True,0.573835514851377
,157,True,0.5347348602309814
,300,True,0.5834060507946739
,71,False,0.4392567552801273
,120,True,0.627521460390704
,345,True,0.6061531667161013
,382,True,0.5571733761088669
,43,True,0.6019460391172712
,150,True,0.5972151919866417
,216,True,0.6317666952729022
,287,True,0.541974000616604
,115,True,0.6559438943167867
,105,True,0.49583934752444786
,407,True,0.5352229516960587
,294,True,0.4928892231629386
,420,True,0.5294379970730457
,461,True,0.6550494150911592
,340,True,0.6098346966742177
,250,True,0.5734295665607356
,144,True,0.6459106130095487
,249,True,0.47685813968456703
,166,True,0.49573979391421896
,349,True,0.6466729472524751
,105,True,0.6134873822125141
,61,True,0.559541224779845
,214,True,0.48134768436247777
,244,True,0.5027467131565986
,185,True,0.6062031886217013
,160,True,0.5674286519045467
,276,True,0.5319163063994928
,161,True,0.5404779717272125
,320,True,0.544076796158456
,240,True,0.5777577526750812
,134,True,0.5166369327591218
,291,True,0.5323041321482198
,169,True,0.5489668819002747
,254,True,0.5244802678891839
,173,True,0.5709090297120593
,352,True,0.6268318846532042
,326,True,0.5746020408536047
,310,True,0.5064763989770518
,232,True,0.5634919474639764
,259,True,0.5424378396736342
,269,True,0.486301736004223
,185,True,0.5343961465168485
,293,True,0.6136779859291743
,270,True,0.5544957363186713
,135,True,0.5077284880523081
,270,True,0.6250136541449012
,134,True,0.6234222409785004
,286,True,0.5285054876775153
,270,True,0.6307882594842418
,280,True,0.5839361644288859
,377,True,0.5919120581027411
,50,False,0.5440718989918556
,360,True,0.6020873653414742
,206,True,0.48492704735207104
,125,True,0.5628721761532508
,180,True,0.5519577440005072
,140,True,0.5183159480265155
,289,True,0.5559404614730389
,189,True,0.5584637988580854
,281,True,0.5109934251295045
,423,True,0.650102886353549
,297,True,0.5284349391401315
,227,True,0.5068411395209943
,196,True,0.5027481742951472
,337,True,0.5436387461371329
,209,False,0.5558274417970012
,244,True,0.41939285841689855
,296,True,0.46054958478624347
,51,False,0.44950027330686615
,425,True,0.6004356455495747
,102,False,0.6297286446851587
,373,True,0.5090306007377201
,92,False,0.4594218845919885
,328,True,0.5454957993127658
,248,True,0.5961698608035724
,207,True,0.47894718487234433
,403,True,0.49621424383562085
,293,True,0.5317541461602897
,329,True,0.6262706321269151
,205,True,0.6191561602857588
,255,True,0.5752741182635329
,185,True,0.6390194690924931
,305,True,0.6333616513180824
,298,True,0.48715007307867875
,323,True,0.4722743213033283
,218,True,0.5400075217072862
,402,True,0.6028730797706606
,115,True,0.4494255258347011
,413,True,0.5580528125536637
,229,True,0.5750301476229445
,297,True,0.5576940299622901
,130,True,0.538442327874856
,153,True,0.45966512171212426
,300,True,0.6088803263594752
,245,True,0.6242352941742297
,216,True,0.5025306452784761
,258,True,0.46728040559959827
,163,True,0.5016787221522105
,158,True,0.6138444632177437
,276,True,0.49187654311702156
,225,True,0.5789953221851003
,211,True,0.7131413386928974
,262,True,0.51363328729213
,43,False,0.580285106108388
,257,True,0.6460623326498682
,71,False,0.36446204238783864
,417,True,0.6724762945898066
,232,True,0.5263944340969566
,246,True,0.5358494090940012
,139,True,0.5642570217358049
,261,True,0.5655499946353857
,276,True,0.6003043923334402
,225,True,0.5272617460094
,376,True,0.565880617523091
,123,True,0.5284626067091909
,202,True,0.5046949867154308
,220,True,0.5281232307249151
,268,True,0.635496585955222
,194,True,0.6489103841941406
,308,True,0.47918674604720146
,274,True,0.5057289523020203
,55,False,0.4320785716272425
